No,E.Coli,Coliform,Arsen (As),Total Kromium (Cr-T),Kadmium (Cd),Nitrit (NO2-N),Nitrat (NO3-N),Selenium (Se),Alumunium (Al),pH,Sulfat (SO4),Tembaga (Cu),Padatan Terlarut Total (TDS),Kekeruhan,Kelayakan
3107,0,0,"0,007684796881","0,02975738036","0,001886870331","2,17","2,65","0,00272793059","0,1079891205","7,495462871","18,44915966","0,02","251,0448533","1,687196171",1
3108,"0,32","0,32","0,07","0,03","0,09","1,71","11,19","0,05","0,1","7,349653377","418,4942436","0,53","393,6769575","3,603040462",2
3109,"0,69","0,69","0,94","0,62","0,12","2,18","1,7","0,01","0,22","8,131375234","323,1990765","1,57","480,3107142","3,113764306",2
3110,0,0,"0,05","0,59","0,008","1,58","15,46","0,09","4,11","5,728823779","240,9367221","0,31","534,6639449","4,405351952",2
3111,"0,7","0,7","0,04","0,3","0,001","1,04","17,44",0,"3,02","8,596767212","305,0940001","1,24","461,5304456","2,35333814",2
3112,"0,06","0,06","0,16","0,32","0,06","1,77","8,18","0,04","0,08","8,41860665","321,9745697","1,98","428,6609649","4,691017503",2
3113,"0,04","0,04","0,01","0,02","0,04","1,31","13,92","0,05","0,04","6,490037175","315,9011216","1,35","475,3323571","4,364426392",2
3114,0,0,"0,01","0,34","0,003","1,45","8,12","0,05","0,48","4,916819229","388,0285172","0,21","374,0216552","2,956748075",2
3115,0,0,"0,09","0,03","0,04","0,32","16,44","0,04",0,"9,043095632","321,1604634","0,75","514,421722","4,188249712",2
3116,"0,11","0,11","0,68","0,57","0,09","1,84","6,09","0,04","0,08","8,072612403","336,648207","0,09","337,6644115","2,847843538",2
3117,0,0,"0,09","0,07",0,"0,59","2,29","0,01","0,01","8,860450854","287,41238","0,06","444,276635","3,802116117",2
3118,"0,75","0,75","0,001","0,79","0,008","1,29","18,18","0,03","0,04","7,682762474","332,8455445","0,71","483,442018","3,354890148",2
3119,0,0,"0,02","0,01","0,05","0,14","16,25","0,05","0,04","6,321259315","334,1611267","0,44","439,6330269","3,88950004",2
3120,"0,53","0,53","0,02","0,25","0,005","1,14","4,13","0,05","2,74","8,129585514","275,2719704","0,65","509,4068215","4,178478951",2
3121,0,0,"0,08","0,07","0,01","0,59","2,62","0,02","0,09","8,9223798","356,756191","0,01","404,6591027","2,59383368",2
3122,"0,04","0,04","0,00391040645","0,03294512467","0,002190050929","1,37","14,51","0,0028230443","0,01503084913","7,498341735","11,62735859","0,05","260,37423","4,082139469",1
3123,"0,04","0,04","0,001","0,42","0,003","1,54","18,79","0,06","0,06","7,15473588","317,9354107","0,38","302,200496","3,9991255",2
3124,1,1,"0,01","0,08",0,"1,6","4,38","0,06","0,1","7,345138417","370,416831","0,21","366,3126721","4,486180492",2
3125,"0,7","0,7","0,83","0,28","0,09","1,62","18,54","0,03","4,24","7,388292039","386,6997764","1,05","331,3455693","4,363335813",2
3126,"0,2","0,2","0,04","0,29","0,006","1,02","8,32","0,07","0,08","7,397650663","346,4411554","0,98","492,1354893","3,771596492",2
3127,0,0,"0,004605806239","0,04712314045","0,0003870713649","0,45","2,44","0,006994158969","0,1263062709","7,345032766","3,598017354","0,5","249,9436475","0,6521175942",1
3128,"0,49","0,49","0,09","0,04","0,04",1,"17,16","0,09","0,08","9,564853066","352,2770291","0,07","328,5794292","4,266869045",2
3129,0,0,"0,004043104868","0,0187851484","0,0001038887446","0,59","2,62","0,003313396579","0,1393351442","6,732257144","24,45182432","0,01","251,6604106","4,890198712",1
3130,"0,52","0,52","0,85","0,17","0,08","2,07","8,05","0,08","4,86","6,741245821","314,8432913","1,57","424,2128101","5,19053381",2
3131,"0,02","0,02","0,007801751658","0,03071850321","0,002640010047","0,8","13,3","0,004333859092","0,02035969952","6,923517286","25,11779296","0,01","284,3891083","0,778321598",1
3132,"0,62","0,62","0,24","0,8","0,05","1,93","19,6","0,06","3,4","6,742622398","297,5667642","0,03","398,5177031","3,38304892",2
3133,0,0,"0,08","0,06","0,04","0,72","12,84","0,03","0,09","8,801846046","380,7319011","0,1","430,9350093","4,264944046",2
3134,0,0,"0,02","0,02","0,02","0,02","1,52","0,04","0,07","5,168340328","326,9526169","0,05","299,1942452","3,133838702",2
3135,0,0,"0,03","0,08","0,04","0,87","18,01","0,08","0,06","7,800421289","303,3271816","0,02","252,9683278","4,582982366",2
3136,0,0,"0,003863834709","0,01627765232","0,002211912152","0,59","3,73","0,006310801898","0,04041377346","8,035629283","14,25632933","0,02","87,70676167","0,3909403933",1
3137,"0,26","0,26","0,08","0,36","0,08","2,19","15,93","0,08","0,07","7,885678999","328,81876","0,02","461,2097797","4,77880815",2
3138,"0,35","0,35","0,07","0,04","0,1","2,16","10,19","0,06","0,03","7,300990131","360,1541133","0,7","377,5842031","3,285371835",2
3139,0,0,"0,008384680466","0,02746750346","0,00153548711","1,84","3,77","0,008539212829","0,1349081467","7,386808438","20,45490476","0,11","105,8088961","1,613407209",1
3140,0,0,"0,005769114463","0,03568859052","0,0005143185929","0,79","8,57","0,003259711521","0,1961744474","6,841029184","39,19640307","1,15","266,9020083","2,101671034",1
3141,0,0,"0,04","0,02","0,08","0,25","7,59","0,1","0,03","6,629985036","296,2388769","0,04","406,466385","4,10736363",2
3142,"0,78","0,78","0,01","0,02","0,07","1,73","5,85","0,04","0,03","8,662709501","288,2315179","0,84","535,2245167","2,544020276",2
3143,"0,85","0,85","0,02","0,88","0,009","1,53","17,86","0,1","0,39","7,852206664","292,3244035","1,15","408,0957972","3,58830042",2
3144,"0,35","0,35","0,001","0,83","0,007","1,71","8,49","0,09","4,1","6,952511674","206,2472294","1,33","318,5643304","4,673547855",2
3145,"0,93","0,93","0,03","0,73","0,007","1,46","10,89","0,09","0,03","5,082241432","275,1822396","0,8","473,3139688","3,634030668",2
3146,"0,61","0,61","0,11","0,14","0,03","1,91","2,35",0,"0,07","4,825591458","327,2612021","0,02","317,5326799","3,729960916",2
3147,"0,02","0,02","0,008121723021","0,04103188695","0,00214151442","1,29","16,05","0,005078387316","0,1766255588","7,274415323","32,86510138","1,6","174,4206362","4,14971246",1
3148,"0,5","0,5","0,08","0,05","0,09","2,69","15,41","0,03","0,07","8,137767883","309,4474322","1,04","314,9650897","4,500656275",2
3149,"0,19","0,19","0,05","0,42","0,008","1,7","2,06","0,03","1,92","6,436444496","340,2533542","1,56","496,1982994","3,793329276",2
3150,"0,65","0,65","0,03","0,42","0,001","1,51","10,34","0,06","0,09","8,860324242","289,5996918","1,67","518,1018161","3,389270098",2
3151,"0,65","0,65","0,02","0,04","0,03","2,23","8,2","0,02","0,06","2,92517432","360,6722107","0,27","332,956298","5,016187559",2
3152,"0,29","0,29","0,19","0,43","0,03","1,26","12,02","0,07","0,05","8,594677108","317,0164646","0,08","445,370944","3,487816307",2
3153,0,0,"0,00235968828","0,01565239141","0,0007530192508","1,59","13,79","0,004388379635","0,02338356631","7,799276558","22,55562011","1,92","291,318765","2,733971837",1
3154,0,0,"0,09","0,08","0,09","0,51","1,46","0,05","0,01","2,92517432","304,5102301","0,08","327,2702387","3,998175886",2
3155,"0,71","0,71","0,04","0,02","0,1","1,43","1,75","0,02","0,01","5,694475546","307,9976308","1,66","505,3614174","5,587395988",2
3156,"0,03","0,03","0,002130986377","0,03057389655","0,001236578385","1,96","8,32","0,007427733792","0,05862958831","8,213180806","7,958659209","0,69","61,41942985","0,9793846974",1
3157,"0,04","0,04","0,45","0,82","0,03","1,8","1,93","0,04","3,97","7,83431924","334,7173347","0,69","362,7754392","2,935801995",2
3158,"0,15","0,15","0,73","0,26","0,07","2,55","6,28","0,06","0,07","5,655117422","375,097188","1,86","428,6609649","4,29372656",2
3159,0,0,"0,004405526373","0,04626920259","0,0001514738811","0,75","14,43","0,007575187316","0,1399010529","8,386386964","39,42802381","1,74","82,4265276","0,854165508",1
3160,0,0,"0,004949445566","0,02971549237","0,002250832071","1,4","16,62","0,008111188383","0,1746868598","8,069251023","2,712974135","1,6","52,37241185","2,192276924",1
3161,0,0,"0,003792989588","0,04889803159","0,0006396164017","1,13","6,42","0,008815344114","0,134820059","8,279090005","26,17018276","1,25","139,1573139","1,753184211",1
3162,"0,45","0,45","0,01","0,8","0,005","1,93","5,66","0,01","0,31","8,394509585","334,1031198","1,62","547,0238303","5,444927204",2
3163,"0,16","0,16","0,72","0,1","0,07","2,06","19,23","0,08","0,27","6,702496216","348,7146126","0,02","491,7281423","3,534665425",2
3164,0,0,"0,003033452638","0,04826218147","0,002558658426","0,71","17,27","0,00130948485","0,1923426812","7,892072351","31,01294612","0,08","203,4752788","2,350336937",1
3165,0,0,"0,19","0,37","0,05","1,8","5,32","0,02","0,81","8,006373298","371,9671798","1,75","405,7615711","4,163325537",2
3166,0,0,"0,003625384328","0,02087697069","0,0001007292278","0,97","3,25","0,002645475064","0,07281658255","8,029253938","32,77590912","0,07","223,2843165","0,2773317205",1
3167,0,0,"0,01","0,15","0,002","1,59","7,61","0,07","1,81","9,352719753","317,6933312","1,58","308,7925146","3,266028512",2
3168,0,0,"0,03","0,05","0,05","0,93","18,18","0,1","0,04","5,363362645","322,8922523","0,07","439,1177046","3,870292782",2
3169,0,0,"0,09","0,04","0,06","0,03","7,37","0,09","0,09","8,28876546","341,066404","0,67","473,6866933","4,137739016",2
3170,0,0,"0,004134341804","0,03846254701","0,001159171574","1,52","2,61","0,003139669722","0,01291701976","7,811631753","18,70527708","0,05","135,295082","3,570640445",1
3171,0,0,"0,003372478197","0,04126870071","0,001451003635","2,37","19,18","0,004837387964","0,02537136679","7,224768266","29,69792083","0,4","291,3029658","4,885343539",1
3172,"0,54","0,54",0,"0,01","0,08","0,67","5,92","0,04","0,01","7,47640846","435,6727646","1,67","363,6184916","4,1190873",2
3173,"0,78","0,78","0,28","0,57","0,09","1,89","10,49","0,07","0,65","6,81170227","293,0783048","0,42","480,1431086","3,738990829",2
3174,"0,5","0,5","0,2","0,34","0,05","2,28","10,64","0,06","0,27","6,280905113","337,9160908","0,01","435,2829807","3,550311143",2
3175,"0,81","0,81","0,05","0,01","0,04","0,66","11,25","0,07","0,05","5,041405028","341,1742694","1,72","354,8470533","4,650033779",2
3176,0,0,"0,004041821365","0,01202179876","0,0005362071309","0,29","14,65","0,007737309243","0,091425166","7,82232004","14,00671774","0,04","56,80181812","2,573530583",1
3177,"0,07","0,07","0,03","0,56","0,008","1,85","0,42","0,02","1,08","9,043095632","209,4710584","1,74","638,0001823","3,570290456",2
3178,0,0,"0,007761747194","0,04166905976","0,001335047647","0,47","12,89","0,0020139842","0,04495038053","6,528621645","21,37120536","0,34","298,7951907","1,550865316",1
3179,0,0,"0,03","0,27","0,001","1,73","11,89","0,02","0,83","5,078274175","416,4952131","1,23","271,3684375","3,844013287",2
3180,0,0,"0,009231710305","0,02795822419","0,002290024467","0,15","4,39","0,009421327208","0,1817936727","7,42282984","10,18895648","1,56","182,3068839","3,438103062",1
3181,0,0,"0,06","0,1","0,08","0,19","10,15","0,05","0,09","9,562405944","231,0536871","0,05","344,1549646","1,496100943",2
3182,0,0,"0,02","0,09","0,03","0,92","3,88","0,02","0,07","7,29195704","370,3836939","0,04","429,7066808","6,099631873",2
3183,"0,95","0,95","0,09","0,06","0,05","1,3","14,54","0,06","0,06","7,614877639","303,9617387","1,63","471,4133565","4,266922561",2
3184,"0,05","0,05","0,07","0,04","0,01","1,46","7,08","0,03","0,03","7,76414261","337,1737674","0,08","535,0863948","3,616700535",2
3185,"0,23","0,23","0,02","0,04","0,02","1,89","16,59","0,02","0,09","5,899936567","317,8375252","1,44","371,9106474","3,440858802",2
3186,"0,41","0,41","0,47","0,3","0,1","1,99","10,81","0,08","3,88","6,043212071","314,9704947","0,67","484,8433398","5,058905448",2
3187,"0,38","0,38","0,76","0,3","0,11","1,46","18,43","0,05","0,03","7,146976296","393,5548922","1,09","349,5189104","5,057310517",2
3188,0,0,"0,06","0,01","0,01","0,29","8,32","0,02","0,03","6,499067998","354,7681149","0,07","479,6997629","2,087080217",2
3189,"0,27","0,27","0,02","0,88","0,003","1,25","16,16","0,07","1,51","3,906078355","319,4634909","1,71","444,9576179","4,346153563",2
3190,"0,05","0,05","0,02","0,04","0,09","1,28","12,36","0,07","0,05","6,548017642","388,8020448","0,54","572,8061429","3,189942299",2
3191,"0,04","0,04","0,08","0,05","0,05","1,54","18,79","0,06","0,08","5,692124157","315,6065944","0,38","341,3571602","3,928495392",2
3192,"0,1","0,1","0,04","0,02","0,02","0,73","13,43",0,"0,07","7,033495055","419,7164117","0,06","376,3144459","3,039018779",2
3193,"0,7","0,7","0,08","0,1","0,09","1,96","16,45","0,03","0,03","6,144759038","282,6935021","0,25","322,3652374","3,668220483",2
3194,0,0,"0,002337836136","0,01500421796","0,0003083480942","0,2","11,69","0,008382064299","0,1598869844","6,578308715","13,87694604","0,07","143,004101","1,596605089",1
3195,"0,14","0,14","0,96","0,02","0,1","1,34","15,28","0,01","0,02","8,923980608","360,508237","1,77","527,479694","3,669056836",2
3196,0,0,"0,009152183215","0,02222308159","0,001379383207","1,95","7,49","0,007006881306","0,1622929711","6,980840176","12,49944346","1,57","264,6444025","0,05839532748",1
3197,"0,08","0,08","0,09","0,01","0,05","1,22","9,18","0,06","0,07","4,618850847","314,7995983","0,1","520,5877359","6,307678472",2
3198,0,0,"0,007663567751","0,03039684953","0,00262979826","0,57","4,69","0,007357480823","0,1192543644","6,510589025","16,56289759","0,1","147,2866699","4,232566185",1
3199,"0,24","0,24","0,84","0,2","0,03","1,65","7,69","0,04","0,04","9,502856746","369,0971134","0,05","397,6849857","3,644106894",2
3200,"0,27","0,27","0,05","0,44","0,008","1,97","7,13","0,07","0,08","7,788054733","314,0431372","1,43","436,2905517","3,463172548",2
3201,"0,48","0,48","0,05","0,2","0,005","1,45","1,99","0,03","0,03","4,638250259","371,7883636","1,13","429,7662233","3,995973787",2
3202,0,0,"0,02","0,01","0,03","0,14","8,32","0,07","0,04","10,48680842","335,6387257","0,09","495,9669861","5,203461367",2
3203,"0,79","0,79","0,03","0,23","0,008","1,4","16,88","0,07","0,07","6,483994508","373,5977905","0,76","430,332754","4,752451739",2
3204,"0,07","0,07","0,41","0,46","0,11","1,4","13,12","0,04","0,22","6,630122156","287,0125645","0,08","481,3070516","3,992848211",2
3205,"0,33","0,33","0,05","0,04","0,01","0,5","3,37","0,02",0,"7,239415921","476,5397173","0,37","362,7754392","3,246077223",2
3206,"0,16","0,16","0,05","0,02","0,07","0,45","3,8","0,09","0,1","4,281522089","343,9252223","0,47","387,8680752","2,854526552",2
3207,0,0,"0,002024396219","0,01660803435","0,001116421919","0,88","6,05","0,001127417466","0,02075737245","7,296774469","20,40609776","1,86","171,5073992","3,711376307",1
3208,"0,02","0,02","0,04","0,09","0,08","0,8","13,3","0,05","0,05","7,150046115","307,6435614","0,01","413,155466","3,976873452",2
3209,"0,84","0,84","0,04","0,72","0,009","1,5","8,87","0,07","0,05","7,487573364","328,2979468","0,93","459,2609614","4,497528597",2
3210,0,0,"0,00706072557","0,01035431563","0,001375559204","0,17","1,74","0,009681020881","0,1336541713","7,790096922","32,59635048","0,03","98,56966458","1,598530208",1
3211,"0,07","0,07","0,06","0,03","0,06","1,85","0,42","0,02","0,01","8,426906357","314,2230526","1,74","377,0751326","4,661798516",2
3212,"0,75","0,75","0,17","0,89",0,"1,36","8,27","0,01","0,81","5,651933841","282,3440505","1,27","367,8540248","3,525027131",2
3213,"0,73","0,73","0,02","0,83","0,008","1,16","3,83","0,1",0,"5,23000319","329,4044567","1,58","271,6307383","4,417134153",2
3214,0,0,"0,007221797229","0,01798821949","0,0005615476939","0,42","8,96","0,002693202385","0,1976993016","6,974721183","12,04914382","0,03","106,7456435","0,8700921575",1
3215,0,0,"0,03","0,89","0,004","1,26","4,41","0,09","2,75","7,156424495","372,7483191","0,81","411,2950246","3,04504857",2
3216,0,0,"0,03","0,1","0,08","0,36","18,55","0,01","0,04","6,632990254","294,1927545","0,05","596,4032157","3,878447314",2
3217,"0,87","0,87","0,02","0,7","0,005","1,12","9,73","0,02",0,"3,832917409","327,5578499","1,08","449,1471915","4,213405262",2
3218,0,0,"0,07","0,03","0,04","1,33","15,89","0,07","0,03","7,390896679","374,4335045","0,93","419,4530877","3,221129819",2
3219,0,0,"0,52","0,67","0,09","2,07","10,47","0,08","3,65","6,98981377","357,7940881","1,36","438,8009607","3,173199767",2
3220,"0,72","0,72","0,01","0,07","0,002","1,94","16,32","0,08",0,"7,709617351","296,6515644","1,18","577,4913708","3,779554492",2
3221,0,0,"0,02","0,07","0,08","0,48","15,01","0,05","0,05","8,305063984","417,3402677","0,04","568,3046706","4,593763682",2
3222,0,0,"0,008004922988","0,04262336006","0,002725330474","1,2","18,06","0,00656898716","0,1459592918","6,793523121","14,04025994","0,99","115,4892196","1,298635639",1
3223,0,0,"0,006111789296","0,04008189717","0,0003506573444","0,86","6,03","0,00385777012","0,05121930227","6,581060212","31,77504118","0,05","145,4050516","4,611834152",1
3224,"0,7","0,7","0,04","0,65","0,009","1,55","2,16","0,1","0,01","3,664710562","320,5559945","0,73","437,4787786","3,551568013",2
3225,0,0,"0,86","0,36","0,02","1,45","14,68","0,01","2,3","7,521920636","219,1489347","0,34","429,350268","3,782727581",2
3226,0,0,"0,001115434169","0,01192270284","0,002387678914","1,58","0,14","0,003303786347","0,1464450938","6,785013602","31,32559402","1,58","115,655072","1,711428971",1
3227,0,0,"0,008127702924","0,02727196624","0,00232583921","0,69","17,14","0,009521923912","0,1086555248","7,809952872","24,48441999","0,03","212,2731007","4,928867581",1
3228,"0,37","0,37","0,04","0,88","0,001","1,99","17,5","0,05","0,01","6,069615757","326,3000979","0,76","431,6130013","3,275008408",2
3229,"0,13","0,13","0,04","0,52","0,008","1,85","18,99",0,"0,09","5,655117422","397,9242403","1,84","616,1213402","3,089597302",2
3230,0,0,"0,05",0,"0,06","0,95","0,23","0,08",0,"7,774645243","338,6308276",0,"534,6984328","2,760212574",2
3231,"0,63","0,63","0,04","0,82","0,002","1,61","3,83","0,05","1,65","9,652562935","352,4244392","1,93","503,6640851","5,166903483",2
3232,0,0,"0,003614150716","0,04470887559","0,001638112072","1,66","2,22","0,007565004452","0,0778691881","6,750153021","18,77753179","0,73","52,05139279","2,89013755",1
3233,"0,62","0,62","0,86","0,13","0,08","1,77","15,64","0,07","0,02","6,848033469","341,036337","0,07","422,8175562","3,908198846",2
3234,"0,08","0,08","0,02","0,06","0,06","0,57","10,16","0,06","0,07","6,643026538","413,9140005","0,95","271,6307383","4,522431964",2
3235,"0,64","0,64","0,03","0,01","0,02","1,35","9,48","0,06","0,05","8,722143777","373,1653628","0,36","412,9792013","3,295033859",2
